"","filament_index","comp","area_density","class","class2"
"1",1.03747776376919,2.73333333333333,943.832066,2,2
"2",1.58257888251995,2.10294117647059,1003.659444,2,2
"3",1.31013802005759,1.00512820512821,821.274755,2,2
"4",1.64018282336198,0.80952380952381,1299.432564,2,2
"5",1.26668520063015,4.47619047619048,1076.93531,2,2
"6",1.41992852638217,1.5968992248062,710.373469,2,2
"7",1.50750329091707,1.28682170542636,589.132734,2,2
"8",1.69798132966877,1.14814814814815,1009.534929,2,2
"9",1.02364533259507,2.28571428571429,1300.861199,2,2
"10",1.23891359211633,0.8,1157.342336,2,2
"11",1.31596762897829,4.67567567567568,852.703824,2,2
"12",0.789477923507538,2.2,621.493236,2,2
"13",1.34630324136084,1.94642857142857,955.993374,2,2
"14",1.65425829058961,4.04347826086957,1205.5611,2,2
"15",1.61708099438653,0.86046511627907,1039.554048,2,2
"16",0.912379589037011,2.65714285714286,1233.685006,2,2
"17",0.7489695654948,5.54166666666667,608.019585,2,2
"18",1.01742363019234,2.375,899.759838,2,2
"19",1.53770155652903,1.07142857142857,1124.134286,2,2
"20",1.45788069172743,2.01376146788991,614.49674,2,2
"21",1.60399700931558,1.77674418604651,495.098,2,2
"22",1.81727849034351,0.666666666666667,1641.14688,2,2
"23",0.977291646500823,2.3558282208589,265.746512,2,2
"24",1.24109389745203,2.57142857142857,1547.49028,2,2
"25",1.54528729502733,3.80952380952381,1010.751252,2,2
"26",1.5426638917794,2.01754385964912,987.488777,2,2
"27",2.07545706701661,7.10526315789474,756.01197,2,2
"28",1.08733791694782,1.20408163265306,1054.039752,2,2
"29",1.28785802831604,0.824561403508772,837.609132,2,2
"30",1.46082740121737,0.975609756097561,1016.32623,2,2
"31",1.1613446313534,4.8,527.829738,2,2
"32",1.27448185759249,0.523255813953488,344.993427,2,2
"33",1.78894485144485,1.80952380952381,1136.289583,2,2
"34",1.16794520069198,2.13333333333333,576.857712,2,2
"35",1.63272242082473,2.14285714285714,1222.580874,3,2
"36",1.02690864613808,1.57142857142857,1279.525147,3,2
"37",0.688943421949557,1.27272727272727,661.585035,3,2
"38",1.08493027966036,0.587426326129666,221.45424,3,2
"39",1.52953008748758,0.65,855.239499,3,2
"40",1.14861460957179,1.09859154929577,733.087425,3,2
"41",1.23466214869444,3.52380952380952,1134.076212,3,2
"42",1.1483877948496,2.37837837837838,1080.916968,3,2
"43",1.51400875392567,1.18,1262.816151,3,2
"44",0.856904570340862,1.45569620253165,395.256654,3,2
"45",1.13860300618921,2.16666666666667,1375.03936,3,2
"46",1.43260356849877,0.927536231884058,756.520875,3,2
"47",1.45205044456541,1.23214285714286,976.86864,3,2
"48",1.34191820593683,1.26829268292683,931.647439,3,2
"49",1.72676784339602,0.71875,1476.628769,3,2
"50",1.32373908027031,0.842105263157895,1330.5201,3,2
"51",1.08453687656461,1.5,1161.895968,3,2
"52",1.49593478021373,1.28571428571429,1741.783776,3,2
"53",1.32040624104181,3.23076923076923,809.708784,3,2
"54",1.47432414952787,3.61904761904762,1549.090558,3,2
"55",1.09899871853348,1.69105691056911,594.961098,3,2
"56",1.37713753288512,0.3515625,1495.58601,3,2
"57",1.01447363079047,3.77272727272727,920.59456,3,2
"58",1.2661774777419,1.29166666666667,1013.343744,3,2
"59",1.12943467733446,2.31818181818182,1176.785824,3,2
"60",0.904171074505063,1.91452991452991,844.485745,3,2
"61",1.08542298153761,3.70967741935484,712.704273,3,2
"62",1.3252561247216,0.8515625,593.019879,3,2
"63",1.21152697591081,1.03703703703704,846.498509,3,2
"64",0.900488773484039,1.91818181818182,461.158728,3,2
"65",1.11005398369003,2.74015748031496,515.876608,3,2
"66",1.21959624752707,0.820855614973262,438.584307,3,2
"67",1.36239697726319,0.727272727272727,1456.415008,3,2
"68",0.829681978798587,1.53846153846154,966.89589,3,2
"69",1.44376156349021,1.1304347826087,1382.018085,3,2
"70",1.17676900037439,0.664634146341463,288.678705,3,2
"71",1.82562592814527,0.963963963963964,1277.224317,3,2
"72",1.4338626877129,1.0078125,745.058168,3,2
"73",0.955036104015003,1.22115384615385,827.891949,3,2
"74",1.21643544343672,1.61904761904762,1452.826704,3,2
"75",1.59338072707387,0.918181818181818,1205.365121,3,2
"76",0.971891599079104,1.20833333333333,1368.974012,3,2
"77",1.41051959416314,1.34831460674157,1348.334712,3,2
"78",1.63452235524065,0.685714285714286,1176.944153,3,2
"79",1.24299441855112,1.13138686131387,624.367025,3,2
"80",1.64115528311595,1.82352941176471,1133.021813,3,2
"81",1.73620719104962,0.342205323193916,783.95751,3,2
"82",1.07658375003981,1.63333333333333,1246.997928,3,2
"83",1.47208496882937,1.04621848739496,674.907959,3,2
"84",1.56669292644498,0.925531914893617,1400.825032,3,2
"85",0.921779761831761,2.23684210526316,439.955552,3,2
"86",1.1109008327025,2.32075471698113,712.15812,1,1
"87",0.788987346824732,0.184090909090909,103.3248,1,1
"88",1.19347263070102,1.61616161616162,561.124161,1,1
"89",1.36248988721268,0.560117302052786,473.034016,1,1
"90",1.16363826414174,0.797619047619048,853.15296,1,1
"91",1.14165099589362,0.804195804195804,720.40924,1,1
"92",1.06889864424111,0.6784140969163,327.206418,1,1
"93",1.58197343890257,0.352112676056338,227.597552,1,1
"94",0.814348681334693,0.875502008032129,284.056405,1,1
"95",1.45082862434114,0.596774193548387,1806.640584,1,1
"96",0.609429682067417,0.894736842105263,792.487948,1,1
"97",1.45126772223947,1,1434.816565,1,1
"98",1.23188712250822,2.36363636363636,763.852896,1,1
"99",1.02868628193796,2.76119402985075,507.271464,1,1
"100",1.0934763305883,0.96,1250.290821,1,1
"101",0.74933895837666,4.66666666666667,660.79398,1,1
"102",1.5352576135686,1.15909090909091,1168.411224,1,1
"103",1.63941949310473,1.125,1320.742395,1,1
"104",1.07338626560293,2.24444444444444,1142.301944,1,1
"105",1.60955090329954,0.651079136690647,1035.579512,1,1
"106",0.569035493222597,0.709497206703911,181.705398,1,1
"107",1.21298596993198,0.768292682926829,981.362988,1,1
"108",1.41424844749175,1.2906976744186,877.042608,1,1
"109",1.03340359980542,2.19298245614035,1087.219952,1,1
"110",1.05193620901726,0.938775510204082,439.1015010207,1,1
"111",1.05733014438834,2.5,761.889375,1,1
"112",1.30633311443113,1.13953488372093,945.535019,1,1
"113",1.01951605807303,0.522522522522523,351.117238,1,1
"114",1.27575628288739,0.498579545454545,370.78648,1,1
"115",1.12606175239496,3.63333333333333,762.607143,1,1
"116",1.20647013121547,0.389830508474576,550.604876,1,1
"117",0.659867063946826,1.10119047619048,314.899308,1,1
"118",0.921010527663115,1.8469387755102,439.533,1,1
"119",1.31790999697976,0.584745762711864,763.566867,1,1
"120",1.09761383537653,0.62753036437247,429.623094,1,1
"121",1.07033464386943,2.61111111111111,793.850096,1,1
"122",0.85749752664688,0.782608695652174,762.06823,1,1
"123",1.63278030222974,2.38095238095238,1075.670532,1,1
"124",0.863174855856031,0.606334841628959,217.209465,1,1
"125",1.45380370141301,2.72727272727273,1066.339716,1,1
"126",1.2755263478155,3.95238095238095,782.701336,1,1
"127",1.19522096608428,1.00574712643678,277.0036,1,1
"128",0.806501054978303,0.469798657718121,161.181462,1,1
"129",1.99160551637495,0.338461538461538,1826.286227,1,1
"130",0.671573799594701,0.615384615384615,268.007616,1,1
"131",0.965831043956044,0.419426048565121,132.711202781,1,1
"132",0.993750913609121,0.888888888888889,594.369975,1,1
"133",1.60955090329954,0.651079136690647,1035.579512,1,1
"134",0.569035493222597,0.709497206703911,181.705398,1,1
"135",0.867051599303455,1.05882352941176,379.643805,1,1
"136",0.935776137088688,0.902173913043478,664.175964,1,1
"137",1.21298596993198,0.768292682926829,981.362988,1,1
"138",1.41424844749175,1.2906976744186,877.042608,1,1
"139",1.03789687699473,0.529801324503311,314.15472,1,1
"140",1.3357233044733,0.957142857142857,696.933655,1,1
"141",1.03340359980542,2.19298245614035,1087.219952,1,1
"142",1.05193620901726,0.938775510204082,439.1015010207,1,1
"143",1.0579492449996,1.79411764705882,1050.548553,1,1
"144",1.33988176852705,2.67391304347826,932.355658,1,1
"145",1.05733014438834,2.5,761.889375,1,1
"146",1.34304910581958,0.84393063583815,816.46665,1,1
"147",1.32049119631397,0.705882352941177,198.60225,1,1
"148",1.2154010081554,2.25373134328358,832.74777,1,1
"149",0.938600043612349,0.853448275862069,678.10824,1,1
"150",1.01612042276076,0.599496221662469,376.570805,1,1
"151",1.23820008511111,2.59375,950.8032,1,1
"152",1.04189031274139,0.602985074626866,672.76834,1,1
"153",0.939781155908056,0.291338582677165,188.519773,1,1
